,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,Quarter
1421,1420,20160127,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,NA,NA,16,2016-Qtr1
1422,1421,20160128,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,"1,000,000",NA,16,2016-Qtr1
1423,1422,20160128,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,"370,000",NA,16,2016-Qtr1
1424,1423,20160128,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,NA,NA,16,2016-Qtr1
1425,1424,20160128,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,NA,NA,16,2016-Qtr1
1426,1425,20160129,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,NA,NA,16,2016-Qtr1
1427,1426,20160129,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,"160,000",NA,16,2016-Qtr1
1428,1427,20160129,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,NA,NA,16,2016-Qtr1
1429,1428,20160129,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,"185,000",NA,16,2016-Qtr1
1430,1429,20160129,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,"17,000,000",NA,16,2016-Qtr1
1431,1430,20160129,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,"5,150,000",NA,16,2016-Qtr1
1432,1431,20160129,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,"1,100,000",NA,16,2016-Qtr1
1433,1432,20160129,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,NA,NA,16,2016-Qtr1
1434,1433,20160129,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,NA,NA,16,2016-Qtr1
1435,1434,20160130,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,NA,NA,16,2016-Qtr1
1436,1435,20160130,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,NA,NA,16,2016-Qtr1
1437,1436,20151201,CollegeDekho,Online Education Information platform,NA,Jaipur,GirnarSoft,Seed Funding,"1,000,000",NA,15,2015-Qtr4
1438,1437,20151201,Black White Orange Brands,Brand Licensing Startup,NA,Mumbai,YouWeCan Ventures,Seed Funding,NA,NA,15,2015-Qtr4
1439,1438,20151201,Biteclub,Gourmet Food Discovery & Delivery platform,NA,Gurgaon,growX ventures,Private Equity,NA,Pre-Series A,15,2015-Qtr4
1440,1439,20151201,Patel Logistics,Transportation & Logistics Platform,NA,Mumbai,Frontline Strategy,Private Equity,"5,600,000",NA,15,2015-Qtr4
1441,1440,20151201,Wigzo,Enterprise Marketing Automation platform,NA,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A,15,2015-Qtr4
1442,1441,20151201,Zapluk,"Health, Wellness & Beauty Services App",NA,Hyderabad,NA,Seed Funding,NA,NA,15,2015-Qtr4
1443,1442,20151201,Godof Hospitals,Digital Healthcare,NA,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",NA,15,2015-Qtr4
1444,1443,20151202,RoomsTonite,Last Minute Hotel Booking App,NA,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000",NA,15,2015-Qtr4
1445,1444,20151202,Kaaryah,Womens Fashion Wear Portal,NA,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,NA,Pre-Series A,15,2015-Qtr4
1446,1445,20151203,Anakage,Product Learning platform,NA,Bangalore,CIO Angel Network (CAN),Seed Funding,NA,NA,15,2015-Qtr4
1447,1446,20151203,EasyKhaana,Online Food ordering & Delivery platform,NA,New Delhi,Undisclosed investors,Seed Funding,"100,000",NA,15,2015-Qtr4
1448,1447,20151203,Shuttl,App based Bus Pooling Services,NA,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B,15,2015-Qtr4
1449,1448,20151203,Eckovation,Social Learning Platform,NA,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,NA,NA,15,2015-Qtr4
1450,1449,20151203,Fitcircle,Social Fitness platform,NA,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,NA,Pre-Series A,15,2015-Qtr4
1451,1450,20151204,Applop,On Demand Mobile app developer,NA,Kolkata,GHV Accelerator,Seed Funding,"100,000",NA,15,2015-Qtr4
1452,1451,20151204,CaRPM,Car Maintenance & Management mobile app,NA,Gurgaon,GHV Accelerator,Seed Funding,"100,000",NA,15,2015-Qtr4
1453,1452,20151204,NDTV Wedding portal,Online Wedding Marketplace,NA,New Delhi,CerraCap,Private Equity,"20,000,000",Series A,15,2015-Qtr4
1454,1453,20151204,Splitkart,Splitting Bills Mobile App,NA,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,NA,NA,15,2015-Qtr4
1455,1454,20151207,Zenatix,IOT Energy Management Analytics platform,NA,Gurgaon,Blume Ventures,Private Equity,NA,Pre-Series A,15,2015-Qtr4
1456,1455,20151207,Customfurnish,Custom Made furniture e-tailer,NA,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A,15,2015-Qtr4
1457,1456,20151207,Faasos,QSR Chain,NA,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000",Series C,15,2015-Qtr4
1458,1457,20151207,Vlurn,eLearning platform,NA,Mumbai,Vidyadhar Sarfare,Seed Funding,NA,NA,15,2015-Qtr4
1459,1458,20151207,Leaf Wearables,Smart Safety Wearable Devices,NA,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",NA,15,2015-Qtr4
1460,1459,20151207,Coolshare,Cab Sharing service Mobile app,NA,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",NA,15,2015-Qtr4
1461,1460,20151208,mFicient,Cloud Enterprise Mobility Platform,NA,New Delhi,Undisclosed investors,Seed Funding,NA,NA,15,2015-Qtr4
1462,1461,20151208,HeyBiz,Online Shopping Assistant Mobile app,NA,New Delhi,Shopclues,Seed Funding,NA,Strategic Funding,15,2015-Qtr4
1463,1462,20151208,Yumist,Home Cooked Food Order & Delivery platform,NA,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A,15,2015-Qtr4
1464,1463,20151209,Jigsaw Academy,Online School for Analytics learning,NA,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A,15,2015-Qtr4
1465,1464,20151209,JoeHukum,Chat based personal Assistant App,NA,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,NA,NA,15,2015-Qtr4
1466,1465,20151209,Voxweb,Picture creation & Social mobile app,NA,Mumbai,Undisclosed Investor,Seed Funding,"350,000",NA,15,2015-Qtr4
1467,1466,20151209,Aye Finance,Nonbanking finance company,NA,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B,15,2015-Qtr4
1468,1467,20151209,JumboBasket,eCommerce returns etailer,NA,Chandigarh,Chandigarh Angels Network,Seed Funding,NA,NA,15,2015-Qtr4
1469,1468,20151210,BlackBuck,Online Freight Services Aggregator,NA,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B,15,2015-Qtr4
1470,1469,20151210,HomeStudio,Online Branded Furniture etailer,NA,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A,15,2015-Qtr4
1471,1470,20151210,PropheSee,Digital Analytics Platform,NA,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",NA,15,2015-Qtr4
1472,1471,20151210,i2e1,Internet Network Infrastructure Services,NA,New Delhi,GrowX Ventures,Seed Funding,"500,000",NA,15,2015-Qtr4
1473,1472,20151210,Holisol Logistics,Supply Chain & Logistics Solutions,NA,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",NA,15,2015-Qtr4
1474,1473,20151210,Stay Simple Resorts,Holiday Resort Chain,NA,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,NA,NA,15,2015-Qtr4
1475,1474,20151210,Paynear,Mobile Point of Sale solutions,NA,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A,15,2015-Qtr4
1476,1475,20151210,Chillr,Peer-to-Peer Money Transfer & Recharge App,NA,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"70,000,000",Series A,15,2015-Qtr4
1477,1476,20151211,EureQa,Test Automation SAAS platform,NA,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",NA,15,2015-Qtr4
1478,1477,20151211,LocalCircles,Citizens Engagement Platform,NA,Noida,Anand Mahindra,Private Equity,NA,NA,15,2015-Qtr4
1479,1478,20151211,GetFocus,Indoor Navigation & Analytics Solutions,NA,Mumbai,Undisclosed investors,Seed Funding,NA,NA,15,2015-Qtr4
1480,1479,20151211,UrbanClap,Hyperlocal On-Demand Household Services platform,NA,Gurgaon,Ratan Tata,Private Equity,NA,NA,15,2015-Qtr4
1481,1480,20151211,OnlineRTI,Online RTI application services,NA,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",NA,15,2015-Qtr4
1482,1481,20151211,Powerstores,ECommerce Website Creation SAAS platform,NA,Goa,Extreme Venture Partners  William Bissell,Seed Funding,NA,NA,15,2015-Qtr4
1483,1482,20151211,Weddingz.in,Wedding Venues & Vendors Marketplace,NA,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000",NA,15,2015-Qtr4
1484,1483,20151211,Intelligent Interfaces,Interface development platform for Government officials,NA,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,NA,Yet to Launch platform,15,2015-Qtr4
1485,1484,20151214,Capricoast,Modular Furnishings Marketplace,NA,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000",Series A,15,2015-Qtr4
1486,1485,20151214,JetSetGo,Private Jet Bookings Marketplace,NA,Bangalore,Puneet Dalmia,Private Equity,NA,NA,15,2015-Qtr4
1487,1486,20151214,Cabsguru,Cab search Comparison & Booking platform,NA,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000",NA,15,2015-Qtr4
1488,1487,20151214,Whoop,Performance Optimization Platform for athletes,NA,Boston,Infosys,Private Equity,"3,000,000",Series A,15,2015-Qtr4
1489,1488,20151215,BookEventz,Event Venue Booking Platform,NA,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,NA,NA,15,2015-Qtr4
1490,1489,20151215,Deal Street Asia,Digital Media Platform,NA,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,NA,NA,15,2015-Qtr4
1491,1490,20151215,Streamoid,visual search and discovery platform,NA,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000",NA,15,2015-Qtr4
1492,1491,20151216,Housejoy,Home services marketplace,NA,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000",Series B,15,2015-Qtr4
1493,1492,20151216,Bluebirch,End to End reverse logistics Solution platform,NA,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000",NA,15,2015-Qtr4
1494,1493,20151216,MeraDoctor,Virtual Health consultation app,NA,Mumbai,Unilazer,Private Equity,"1,200,000",Pre-Series A,15,2015-Qtr4
1495,1494,20151216,STAGE 3,Online Renting platform,NA,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,NA,NA,15,2015-Qtr4
1496,1495,20151217,Rivigo,Logistics Services Provider,NA,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000",Series B (includes Debt financing),15,2015-Qtr4
1497,1496,20151217,Springboard,Data Science & UX design Learning platform,NA,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000",NA,15,2015-Qtr4
1498,1497,20151217,Eatfresh,Online marketplace for Chef Meals,NA,Bangalore,Kalaari Capital,Private Equity,NA,NA,15,2015-Qtr4
1499,1498,20151218,Ampere Vehicles,Electric Bike Manufacturers,NA,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000",NA,15,2015-Qtr4
1500,1499,20151218,Focus Digit,ECommerce platform solutions,NA,New Delhi,Turning Ideas,Seed Funding,NA,NA,15,2015-Qtr4
1501,1500,20151218,The News Minute,Online Media Publication,NA,Bangalore,Quintillion Media,Seed Funding,NA,NA,15,2015-Qtr4
1502,1501,20151218,CBREX,International Hiring Platform,NA,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000",NA,15,2015-Qtr4
1503,1502,20151221,TruckMandi,Logistics Service Provider Marketplace,NA,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000",Pre-Series A,15,2015-Qtr4
1504,1503,20151221,Peppertap,Hyperlocal  Grocery Delivery Service,NA,Gurgaon,Innoven Capital,Private Equity,"4,000,000",part of $40M Series B round,15,2015-Qtr4
1505,1504,20151221,KOOH Sports,Sports Education Platform,NA,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"2,000,000",Series A,15,2015-Qtr4
1506,1505,20151222,RentOnGo,"Bike, Appliances Renting marketplace",NA,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,NA,NA,15,2015-Qtr4
1507,1506,20151222,Industrybuying,Online Marketplace for Industrial Goods,NA,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,NA,NA,15,2015-Qtr4
1508,1507,20151222,Zapr,Reward points mobile app,NA,Gurgaon,Dinesh Agarwal,Seed Funding,NA,NA,15,2015-Qtr4
1509,1508,20151222,LatestOne,Mobile accessories online store,NA,Hyderabad,Palred Technologies Ltd,Private Equity,"3,000,000",Additional investment from parent company,15,2015-Qtr4
1510,1509,20151222,PlanetGogo,Content Discovery & reward points platform,NA,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,NA,NA,15,2015-Qtr4
1511,1510,20151222,Arya.ai,Artificial Intelligence platform,NA,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"750,000",Series A,15,2015-Qtr4
1512,1511,20151222,Doctor Insta,Medical Consultation & Doctor appointment booking platform,NA,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"500,000",pre-Series A,15,2015-Qtr4
1513,1512,20151222,MobieFit,Mobile Fitness App,NA,Goa,Medi Assist,Private Equity,"1,000,000",Strategic Investment,15,2015-Qtr4
1514,1513,20151223,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",NA,Mumbai,Vectr Ventures,Private Equity,NA,NA,15,2015-Qtr4
1515,1514,20151223,Mech Mocha,Mobile Game development & Design platform,NA,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"1,000,000",NA,15,2015-Qtr4
1516,1515,20151223,Shotang.com,B2B eCommerce Marketplace,NA,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"5,000,000",Series A,15,2015-Qtr4
1517,1516,20151223,CityFurnish,Furniture and appliances rental platform,NA,Gurgaon,Jitendra Gupta,Seed Funding,NA,NA,15,2015-Qtr4
